"serial","day","month","year","season","time","bin.depth.min","bin.depth.max","n","depth.mean","depth.sd","depth.cv","temp.mean","temp.sd","temp.cv","cond.mean","cond.sd","cond.cv","ph.mean","ph.sd","ph.cv","turb.mean","turb.sd","turb.cv","chloro.mean","chloro.sd","chloro.cv","do.percent.mean","do.percent.sd","do.percent.cv","do.ppm.mean","do.ppm.sd","do.ppm.cv","lat","long"
119,14,6,2016,"Spring",1720,0.5,1.5,3,1.156,0.096,0.083,19.74,0,0,0.238,0,0,8.413,0.006,0.001,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,1.5,2.5,5,1.9,0.294,0.155,19.748,0.004,0,0.238,0,0,8.424,0.005,0.001,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,3.5,4.5,1,4.263,NA,NA,19.75,NA,NA,0.238,NA,NA,8.43,NA,NA,14.1,NA,NA,5.3,NA,NA,103.6,NA,NA,9.46,NA,NA,41.96012,-82.852365
119,14,6,2016,"Spring",1720,4.5,5.5,2,5.178,0.23,0.044,19.75,0,0,0.238,0,0,8.435,0.007,0.001,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,5.5,6.5,2,5.806,0.35,0.06,19.75,0,0,0.238,0,0,8.44,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,6.5,7.5,1,6.932,NA,NA,19.75,NA,NA,0.238,NA,NA,8.44,NA,NA,14.1,NA,NA,5.3,NA,NA,103.6,NA,NA,9.46,NA,NA,41.96012,-82.852365
119,14,6,2016,"Spring",1720,7.5,8.5,5,7.957,0.299,0.038,19.75,0,0,0.238,0,0,8.45,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,8.5,9.5,1,9.349,NA,NA,19.75,NA,NA,0.238,NA,NA,8.46,NA,NA,14.1,NA,NA,5.3,NA,NA,103.6,NA,NA,9.46,NA,NA,41.96012,-82.852365
119,14,6,2016,"Spring",1720,9.5,10.5,4,10.331,0.224,0.022,19.75,0,0,0.238,0,0,8.46,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,10.5,11.5,6,11,0.368,0.033,19.755,0.005,0,0.238,0,0,8.468,0.004,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,11.5,12.5,5,12,0.298,0.025,19.76,0,0,0.238,0,0,8.47,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,13.5,14.5,1,14.461,NA,NA,19.76,NA,NA,0.238,NA,NA,8.47,NA,NA,14.1,NA,NA,5.3,NA,NA,103.6,NA,NA,9.46,NA,NA,41.96012,-82.852365
119,14,6,2016,"Spring",1720,14.5,15.5,7,15.149,0.183,0.012,19.767,0.005,0,0.238,0,0,8.474,0.005,0.001,14.1,0,0,5.3,0,0,103.6,0,0,9.459,0.004,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,15.5,16.5,6,15.909,0.302,0.019,19.77,0,0,0.238,0,0,8.48,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.45,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,16.5,17.5,8,17.03,0.32,0.019,19.762,0.005,0,0.238,0,0,8.48,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.459,0.004,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,17.5,18.5,7,17.988,0.306,0.017,19.76,0,0,0.238,0,0,8.48,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,18.5,19.5,6,19.02,0.346,0.018,19.752,0.01,0.001,0.238,0,0,8.48,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.46,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,19.5,20.5,4,19.968,0.287,0.014,19.723,0.01,0.001,0.238,0,0,8.48,0,0,14.1,0,0,5.3,0,0,103.6,0,0,9.47,0,0,41.96012,-82.852365
119,14,6,2016,"Spring",1720,20.5,21.5,7,20.914,0.287,0.014,19.671,0.02,0.001,0.238,0,0,8.48,0,0,14.1,0,0,5.3,0,0,103.7,0,0,9.486,0.005,0.001,41.96012,-82.852365
119,14,6,2016,"Spring",1720,21.5,22.5,7,21.971,0.293,0.013,19.619,0.02,0.001,0.238,0,0,8.474,0.005,0.001,14.1,0,0,5.3,0,0,103.771,0.049,0,9.501,0.007,0.001,41.96012,-82.852365
119,14,6,2016,"Spring",1720,22.5,23.5,5,22.964,0.3,0.013,19.558,0.019,0.001,0.238,0,0,8.468,0.004,0,14.1,0,0,5.3,0,0,103.84,0.055,0.001,9.52,0.007,0.001,41.96012,-82.852365
119,14,6,2016,"Spring",1720,23.5,24.5,4,23.795,0.25,0.011,19.5,0.018,0.001,0.238,0,0,8.46,0,0,14.1,0,0,5.3,0,0,103.925,0.05,0,9.54,0.008,0.001,41.96012,-82.852365
120,13,6,2016,"Spring",1025,1.5,2.5,9,2.111,0.104,0.049,20.766,0.007,0,0.303,0,0,8.088,0.014,0.002,26.9,0,0,22.6,0,0,93.3,0,0,8.35,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,3.5,4.5,1,4.338,NA,NA,20.78,NA,NA,0.303,NA,NA,8.11,NA,NA,26.9,NA,NA,22.6,NA,NA,93.3,NA,NA,8.35,NA,NA,41.56537,-82.75632
120,13,6,2016,"Spring",1025,4.5,5.5,2,4.902,0.288,0.059,20.78,0,0,0.303,0,0,8.12,0,0,26.9,0,0,22.6,0,0,93.3,0,0,8.35,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,5.5,6.5,1,5.927,NA,NA,20.78,NA,NA,0.303,NA,NA,8.12,NA,NA,26.9,NA,NA,22.6,NA,NA,93.3,NA,NA,8.35,NA,NA,41.56537,-82.75632
120,13,6,2016,"Spring",1025,6.5,7.5,3,6.95,0.37,0.053,20.783,0.006,0,0.303,0,0,8.133,0.006,0.001,26.9,0,0,22.6,0,0,93.3,0,0,8.35,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,7.5,8.5,2,8.019,0.43,0.054,20.79,0,0,0.303,0,0,8.14,0,0,26.9,0,0,22.6,0,0,93.3,0,0,8.345,0.007,0.001,41.56537,-82.75632
120,13,6,2016,"Spring",1025,8.5,9.5,3,9.144,0.232,0.025,20.79,0,0,0.303,0,0,8.153,0.006,0.001,26.9,0,0,22.6,0,0,93.3,0,0,8.34,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,9.5,10.5,2,9.991,0.59,0.059,20.785,0.007,0,0.303,0,0,8.16,0,0,26.9,0,0,22.6,0,0,93.3,0,0,8.35,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,10.5,11.5,1,11.16,NA,NA,20.78,NA,NA,0.303,NA,NA,8.16,NA,NA,26.9,NA,NA,22.6,NA,NA,93.3,NA,NA,8.35,NA,NA,41.56537,-82.75632
120,13,6,2016,"Spring",1025,11.5,12.5,3,11.962,0.323,0.027,20.767,0.006,0,0.303,0,0,8.17,0,0,26.9,0,0,22.6,0,0,93.3,0,0,8.35,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,12.5,13.5,1,12.881,NA,NA,20.75,NA,NA,0.303,NA,NA,8.17,NA,NA,26.9,NA,NA,22.6,NA,NA,93.3,NA,NA,8.36,NA,NA,41.56537,-82.75632
120,13,6,2016,"Spring",1025,13.5,14.5,6,13.99,0.289,0.021,20.732,0.012,0.001,0.303,0,0,8.178,0.004,0,26.9,0,0,22.6,0,0,93.4,0,0,8.362,0.004,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,14.5,15.5,5,14.96,0.306,0.02,20.704,0.005,0,0.303,0,0,8.188,0.004,0,26.9,0,0,22.6,0,0,93.4,0,0,8.37,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,15.5,16.5,2,15.614,0.146,0.009,20.69,0,0,0.304,0.001,0.003,8.19,0,0,26.9,0,0,22.6,0,0,93.4,0,0,8.37,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,17.5,18.5,2,18.099,0.325,0.018,20.69,0,0,0.304,0,0,8.195,0.007,0.001,26.9,0,0,22.6,0,0,93.4,0,0,8.37,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,18.5,19.5,2,18.89,0.313,0.017,20.68,0,0,0.304,0,0,8.2,0,0,26.9,0,0,22.6,0,0,93.4,0,0,8.375,0.007,0.001,41.56537,-82.75632
120,13,6,2016,"Spring",1025,19.5,20.5,3,19.937,0.39,0.02,20.68,0,0,0.304,0.001,0.003,8.2,0,0,26.9,0,0,22.6,0,0,93.4,0,0,8.38,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,20.5,21.5,6,21.006,0.301,0.014,20.673,0.005,0,0.304,0,0,8.2,0,0,26.9,0,0,22.6,0,0,93.4,0,0,8.38,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,21.5,22.5,5,21.976,0.273,0.012,20.67,0,0,0.304,0,0,8.2,0,0,26.9,0,0,22.6,0,0,93.42,0.045,0,8.38,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,22.5,23.5,11,23.101,0.282,0.012,20.661,0.003,0,0.304,0,0,8.21,0,0,26.9,0,0,22.6,0,0,93.5,0,0,8.38,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,23.5,24.5,7,23.99,0.321,0.013,20.66,0,0,0.304,0,0,8.21,0,0,26.9,0,0,22.6,0,0,93.5,0,0,8.38,0,0,41.56537,-82.75632
120,13,6,2016,"Spring",1025,24.5,25.5,5,24.877,0.188,0.008,20.66,0,0,0.304,0,0,8.21,0,0,26.9,0,0,22.6,0,0,93.5,0,0,8.38,0,0,41.56537,-82.75632
121,15,6,2016,"Spring",725,1.5,2.5,13,2.048,0.084,0.041,19.87,0,0,0.26,0,0,8.342,0.004,0,17.869,0.118,0.007,5.1,0.158,0.031,97.731,0.063,0.001,8.905,0.005,0.001,41.682253,-82.757993
121,15,6,2016,"Spring",725,2.5,3.5,2,2.623,0.161,0.061,19.87,0,0,0.26,0,0,8.35,0,0,18.1,0,0,5.1,0,0,97.6,0,0,8.89,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,4.5,5.5,2,5.106,0.409,0.08,19.87,0,0,0.26,0,0,8.35,0,0,18.1,0,0,5.2,0,0,97.55,0.071,0.001,8.89,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,5.5,6.5,2,6.191,0.407,0.066,19.87,0,0,0.26,0,0,8.35,0,0,18.05,0.071,0.004,5.25,0.071,0.014,97.5,0,0,8.88,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,6.5,7.5,1,7.097,NA,NA,19.87,NA,NA,0.26,NA,NA,8.35,NA,NA,18,NA,NA,5.2,NA,NA,97.5,NA,NA,8.88,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,7.5,8.5,2,7.905,0.332,0.042,19.87,0,0,0.26,0,0,8.35,0,0,18.05,0.071,0.004,5.3,0,0,97.45,0.071,0.001,8.88,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,8.5,9.5,2,9.126,0.487,0.053,19.87,0,0,0.26,0,0,8.35,0,0,18,0,0,5.2,0,0,97.4,0,0,8.87,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,9.5,10.5,1,10.072,NA,NA,19.87,NA,NA,0.26,NA,NA,8.35,NA,NA,18,NA,NA,5.2,NA,NA,97.4,NA,NA,8.87,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,10.5,11.5,2,10.917,0.47,0.043,19.87,0,0,0.26,0,0,8.35,0,0,18,0,0,5.3,0,0,97.3,0,0,8.87,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,11.5,12.5,2,12.077,0.494,0.041,19.87,0,0,0.26,0,0,8.35,0,0,18.1,0,0,5.2,0.141,0.027,97.3,0,0,8.86,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,12.5,13.5,1,13.087,NA,NA,19.87,NA,NA,0.26,NA,NA,8.35,NA,NA,18.1,NA,NA,5.2,NA,NA,97.3,NA,NA,8.86,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,13.5,14.5,3,14.158,0.353,0.025,19.87,0,0,0.26,0,0,8.35,0,0,18.067,0.058,0.003,5.1,0,0,97.233,0.058,0.001,8.86,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,14.5,15.5,2,14.741,0.17,0.012,19.87,0,0,0.26,0,0,8.35,0,0,18,0,0,4.95,0.071,0.014,97.15,0.071,0.001,8.85,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,15.5,16.5,1,15.942,NA,NA,19.87,NA,NA,0.26,NA,NA,8.35,NA,NA,18,NA,NA,4.8,NA,NA,97.1,NA,NA,8.85,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,16.5,17.5,2,16.984,0.477,0.028,19.87,0,0,0.26,0,0,8.35,0,0,18,0,0,5,0,0,97.1,0,0,8.845,0.007,0.001,41.682253,-82.757993
121,15,6,2016,"Spring",725,17.5,18.5,1,18.009,NA,NA,19.87,NA,NA,0.26,NA,NA,8.35,NA,NA,18.3,NA,NA,5.2,NA,NA,97.1,NA,NA,8.84,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,18.5,19.5,2,19.082,0.422,0.022,19.87,0,0,0.26,0,0,8.35,0,0,18.3,0,0,5.25,0.071,0.014,97,0,0,8.84,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,19.5,20.5,2,20.155,0.361,0.018,19.86,0,0,0.26,0,0,8.35,0,0,18.2,0,0,5.4,0,0,96.95,0.071,0.001,8.83,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,20.5,21.5,1,21.08,NA,NA,19.86,NA,NA,0.26,NA,NA,8.35,NA,NA,18.2,NA,NA,5.4,NA,NA,96.9,NA,NA,8.82,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,21.5,22.5,1,21.876,NA,NA,19.86,NA,NA,0.26,NA,NA,8.35,NA,NA,18.2,NA,NA,5.4,NA,NA,96.9,NA,NA,8.82,NA,NA,41.682253,-82.757993
121,15,6,2016,"Spring",725,22.5,23.5,2,22.874,0.439,0.019,19.86,0,0,0.26,0,0,8.35,0,0,18.2,0,0,5.5,0.141,0.026,96.8,0,0,8.82,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,23.5,24.5,2,24.02,0.299,0.012,19.86,0,0,0.26,0,0,8.35,0,0,18.15,0.071,0.004,5.7,0,0,96.8,0,0,8.82,0,0,41.682253,-82.757993
121,15,6,2016,"Spring",725,24.5,25.5,2,24.921,0.337,0.014,19.86,0,0,0.26,0,0,8.35,0,0,18.1,0,0,5.75,0.071,0.012,96.7,0,0,8.81,0,0,41.682253,-82.757993
122,15,6,2016,"Spring",826,1.5,2.5,25,2.142,0.119,0.056,19.56,0,0,0.241,0,0,8.324,0.014,0.002,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,2.5,3.5,6,2.945,0.355,0.121,19.56,0,0,0.241,0,0,8.347,0.005,0.001,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,3.5,4.5,3,3.906,0.213,0.055,19.56,0,0,0.241,0,0,8.35,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,5.5,6.5,1,6.318,NA,NA,19.56,NA,NA,0.241,NA,NA,8.35,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,6.5,7.5,1,7.164,NA,NA,19.56,NA,NA,0.241,NA,NA,8.35,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,7.5,8.5,2,8.095,0.341,0.042,19.56,0,0,0.241,0,0,8.35,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.435,0.615,0.073,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,8.5,9.5,6,8.71,0.161,0.018,19.56,0,0,0.241,0,0,8.35,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,10.5,11.5,6,11.219,0.316,0.028,19.56,0,0,0.241,0,0,8.353,0.005,0.001,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,11.5,12.5,2,11.789,0.164,0.014,19.56,0,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,13.5,14.5,5,14.16,0.291,0.021,19.556,0.005,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,14.5,15.5,1,14.655,NA,NA,19.55,NA,NA,0.241,NA,NA,8.36,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,15.5,16.5,1,15.72,NA,NA,19.55,NA,NA,0.241,NA,NA,8.36,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,16.5,17.5,2,16.882,0.491,0.029,19.55,0,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,17.5,18.5,4,18.218,0.296,0.016,19.55,0,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,18.5,19.5,2,18.721,0.153,0.008,19.55,0,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,19.5,20.5,1,20.309,NA,NA,19.55,NA,NA,0.241,NA,NA,8.36,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,20.5,21.5,1,21.119,NA,NA,19.55,NA,NA,0.241,NA,NA,8.36,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,21.5,22.5,5,22.006,0.239,0.011,19.55,0,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,22.5,23.5,1,23.276,NA,NA,19.55,NA,NA,0.241,NA,NA,8.36,NA,NA,18.2,NA,NA,5.6,NA,NA,96.7,NA,NA,8.87,NA,NA,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,23.5,24.5,2,24.084,0.375,0.016,19.55,0,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.7,0,0,8.87,0,0,41.78208167,-82.75610833
122,15,6,2016,"Spring",826,24.5,25.5,7,25.05,0.249,0.01,19.543,0.005,0,0.241,0,0,8.36,0,0,18.2,0,0,5.6,0,0,96.714,0.038,0,8.87,0,0,41.78208167,-82.75610833
123,15,6,2016,"Spring",919,0.5,1.5,16,1.141,0.105,0.092,19.26,0,0,0.242,0,0,8.351,0.008,0.001,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,1.5,2.5,5,1.893,0.288,0.152,19.26,0,0,0.242,0,0,8.366,0.005,0.001,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,4.5,5.5,2,4.778,0.372,0.078,19.26,0,0,0.242,0,0,8.37,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,5.5,6.5,7,5.762,0.143,0.025,19.26,0,0,0.242,0,0,8.37,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,7.5,8.5,5,8.187,0.269,0.033,19.26,0,0,0.242,0,0,8.38,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,8.5,9.5,1,8.611,NA,NA,19.26,NA,NA,0.242,NA,NA,8.38,NA,NA,17.5,NA,NA,5.2,NA,NA,98.9,NA,NA,9.12,NA,NA,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,9.5,10.5,1,9.883,NA,NA,19.26,NA,NA,0.242,NA,NA,8.38,NA,NA,17.5,NA,NA,5.2,NA,NA,98.9,NA,NA,9.12,NA,NA,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,10.5,11.5,6,11.197,0.281,0.025,19.26,0,0,0.242,0,0,8.38,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,11.5,12.5,2,11.726,0.151,0.013,19.26,0,0,0.242,0,0,8.38,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,13.5,14.5,7,13.983,0.206,0.015,19.26,0,0,0.242,0,0,8.38,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,15.5,16.5,2,16.148,0.447,0.028,19.26,0,0,0.242,0,0,8.38,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,16.5,17.5,6,16.902,0.127,0.008,19.26,0,0,0.242,0,0,8.383,0.005,0.001,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,18.5,19.5,2,19.113,0.405,0.021,19.26,0,0,0.242,0,0,8.38,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,19.5,20.5,5,19.599,0.081,0.004,19.26,0,0,0.242,0,0,8.39,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,20.5,21.5,1,21.213,NA,NA,19.26,NA,NA,0.242,NA,NA,8.39,NA,NA,17.5,NA,NA,5.2,NA,NA,98.9,NA,NA,9.12,NA,NA,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,21.5,22.5,4,22.294,0.268,0.012,19.26,0,0,0.242,0,0,8.39,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,22.5,23.5,3,22.584,0.107,0.005,19.26,0,0,0.242,0,0,8.39,0,0,17.5,0,0,5.2,0,0,98.9,0,0,9.12,0,0,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,23.5,24.5,1,24.336,NA,NA,19.26,NA,NA,0.242,NA,NA,8.39,NA,NA,17.5,NA,NA,5.2,NA,NA,98.9,NA,NA,9.12,NA,NA,41.86856833,-82.75661833
123,15,6,2016,"Spring",919,24.5,25.5,1,25.001,NA,NA,19.26,NA,NA,0.242,NA,NA,8.39,NA,NA,17.5,NA,NA,5.2,NA,NA,98.9,NA,NA,9.12,NA,NA,41.86856833,-82.75661833
124,15,6,2016,"Spring",1108,1.5,2.5,10,2.149,0.123,0.057,19.38,0,0,0.247,0,0,8.348,0.008,0.001,15.2,0,0,5.2,0,0,101.2,0,0,9.31,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,4.5,5.5,6,5.226,0.262,0.05,19.378,0.004,0,0.247,0,0,8.365,0.005,0.001,15.2,0,0,5.2,0,0,101.2,0,0,9.31,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,5.5,6.5,1,5.645,NA,NA,19.37,NA,NA,0.247,NA,NA,8.37,NA,NA,15.2,NA,NA,5.2,NA,NA,101.2,NA,NA,9.31,NA,NA,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,6.5,7.5,1,7.105,NA,NA,19.37,NA,NA,0.247,NA,NA,8.37,NA,NA,15.2,NA,NA,5.2,NA,NA,101.2,NA,NA,9.31,NA,NA,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,7.5,8.5,6,7.795,0.21,0.027,19.365,0.005,0,0.247,0,0,8.377,0.005,0.001,15.2,0,0,5.2,0,0,101.2,0,0,9.317,0.005,0.001,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,9.5,10.5,2,10.171,0.387,0.038,19.36,0,0,0.247,0,0,8.38,0,0,15.2,0,0,5.2,0,0,101.2,0,0,9.16,0.226,0.025,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,10.5,11.5,3,11.257,0.245,0.022,19.353,0.006,0,0.247,0,0,8.38,0,0,15.2,0,0,5.2,0,0,101.2,0,0,9.32,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,11.5,12.5,2,12.011,0.573,0.048,19.35,0,0,0.247,0,0,8.38,0,0,15.2,0,0,5.2,0,0,101.2,0,0,9.32,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,12.5,13.5,1,13.057,NA,NA,19.35,NA,NA,0.247,NA,NA,8.38,NA,NA,15.2,NA,NA,5.2,NA,NA,101.2,NA,NA,9.32,NA,NA,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,13.5,14.5,2,14.018,0.482,0.034,19.35,0,0,0.247,0,0,8.38,0,0,15.2,0,0,5.2,0,0,101.2,0,0,9.32,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,14.5,15.5,1,15.074,NA,NA,19.35,NA,NA,0.247,NA,NA,8.39,NA,NA,15.2,NA,NA,5.2,NA,NA,101.2,NA,NA,9.32,NA,NA,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,15.5,16.5,4,15.911,0.219,0.014,19.34,0,0,0.247,0,0,8.39,0,0,15.2,0,0,5.2,0,0,101.3,0,0,9.32,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,16.5,17.5,1,17.47,NA,NA,19.33,NA,NA,0.247,NA,NA,8.39,NA,NA,15.2,NA,NA,5.2,NA,NA,101.3,NA,NA,9.33,NA,NA,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,17.5,18.5,1,18.264,NA,NA,19.33,NA,NA,0.247,NA,NA,8.39,NA,NA,15.2,NA,NA,5.2,NA,NA,101.3,NA,NA,9.33,NA,NA,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,18.5,19.5,6,18.809,0.135,0.007,19.318,0.008,0,0.247,0,0,8.39,0,0,15.2,0,0,5.2,0,0,101.3,0,0,9.33,0,0,41.966995,-82.75908167
124,15,6,2016,"Spring",1108,20.5,21.5,6,21.128,0.281,0.013,19.305,0.005,0,0.247,0,0,8.39,0,0,15.2,0,0,5.2,0,0,101.3,0,0,9.333,0.005,0.001,41.966995,-82.75908167
